JDK         | OpenJDK | OracleJDK | Temurin
JDK-8307236 | N       | N         | Y      
JDK-8307244 | N       | N         | Y      
JDK-8307295 | N       | N         | Y      
JDK-8307297 | N       | N         | Y      
JDK-8307298 | N       | N         | Y      
JDK-8307299 | N       | N         | Y      
JDK-8307301 | N       | N         | Y      
JDK-8307305 | N       | N         | Y      
JDK-8307306 | N       | N         | Y      
JDK-8307307 | N       | N         | Y      
JDK-8307308 | N       | N         | Y      
JDK-8307311 | N       | N         | Y      
JDK-8307315 | N       | N         | Y      
JDK-8307326 | N       | N         | Y      
JDK-8307331 | N       | N         | Y      
JDK-8307346 | N       | N         | Y      
JDK-8307347 | N       | N         | Y      
JDK-8307348 | N       | N         | Y      
JDK-8307349 | N       | N         | Y      
JDK-8307351 | N       | N         | Y      
JDK-8307362 | N       | N         | Y      
JDK-8307365 | N       | N         | Y      
JDK-8307369 | N       | N         | Y      
JDK-8307370 | N       | N         | Y      
JDK-8307374 | N       | N         | Y      
JDK-8307375 | N       | N         | Y      
JDK-8307377 | N       | N         | Y      
JDK-8307378 | N       | N         | Y      
JDK-8307381 | N       | N         | Y      
JDK-8307383 | N       | N         | Y      
JDK-8307395 | N       | N         | Y      
JDK-8307399 | N       | N         | Y      
JDK-8307403 | N       | N         | Y      
JDK-8307409 | N       | N         | Y      
JDK-8307411 | N       | N         | Y      
JDK-8307421 | N       | N         | Y      
JDK-8307423 | N       | N         | Y      
JDK-8307425 | N       | N         | Y      
JDK-8307428 | N       | N         | Y      
JDK-8307444 | N       | N         | Y      
JDK-8307446 | N       | N         | Y      
JDK-8307448 | N       | N         | Y      
JDK-8307458 | N       | N         | Y      
JDK-8307466 | N       | N         | Y      
JDK-8307478 | N       | N         | Y      
JDK-8307480 | N       | N         | Y      
JDK-8307482 | N       | N         | Y      
JDK-8307483 | N       | N         | Y      
JDK-8307486 | N       | N         | Y      
JDK-8307488 | N       | N         | Y      
JDK-8307489 | N       | N         | Y      
JDK-8307490 | N       | N         | Y      
JDK-8307491 | N       | N         | Y      
JDK-8307508 | N       | N         | Y      
JDK-8307517 | N       | N         | Y      
JDK-8307518 | N       | N         | Y      
JDK-8307520 | N       | N         | Y      
JDK-8307521 | N       | N         | Y      
JDK-8307523 | N       | N         | Y      
JDK-8307533 | N       | N         | Y      
JDK-8307535 | N       | N         | Y      
JDK-8307547 | N       | N         | Y      
JDK-8307553 | N       | N         | Y      
JDK-8307555 | N       | N         | Y      
JDK-8307559 | N       | N         | Y      
JDK-8307563 | N       | N         | Y      
JDK-8307567 | N       | N         | Y      
JDK-8307569 | N       | N         | Y      
JDK-8307571 | N       | N         | Y      
JDK-8307572 | N       | N         | Y      
JDK-8307573 | N       | N         | Y      
JDK-8307588 | N       | N         | Y      
JDK-8307603 | N       | N         | Y      
JDK-8307604 | N       | N         | Y      
JDK-8307609 | N       | N         | Y      
JDK-8307610 | N       | N         | Y      
JDK-8307619 | N       | N         | Y      
JDK-8307626 | N       | N         | Y      
JDK-8307629 | N       | N         | Y      
JDK-8307648 | N       | N         | Y      
JDK-8307651 | N       | N         | Y      
JDK-8307652 | N       | N         | Y      
JDK-8307653 | N       | N         | Y      
JDK-8307683 | N       | N         | Y      
JDK-8307732 | N       | N         | Y      
JDK-8307738 | N       | N         | Y      
JDK-8307758 | N       | N         | Y      
JDK-8307765 | N       | N         | Y      
JDK-8307779 | N       | N         | Y      
JDK-8307783 | N       | N         | Y      
JDK-8307794 | N       | N         | Y      
JDK-8307795 | N       | N         | Y      
JDK-8307799 | N       | N         | Y      
JDK-8307804 | N       | N         | Y      
JDK-8307806 | N       | N         | Y      
JDK-8307808 | N       | N         | Y      
JDK-8307810 | N       | N         | Y      
JDK-8307813 | N       | N         | Y      
JDK-8307814 | N       | N         | Y      
JDK-8307840 | N       | N         | Y      
JDK-8307848 | N       | N         | Y      
JDK-8307850 | N       | N         | Y      
JDK-8307855 | N       | N         | Y      
JDK-8307857 | N       | N         | Y      
JDK-8307860 | N       | N         | Y      
JDK-8307865 | N       | N         | Y      
JDK-8307869 | N       | N         | Y      
JDK-8307885 | N       | N         | Y      
JDK-8307887 | N       | N         | Y      
JDK-8307891 | N       | N         | Y      
JDK-8307908 | N       | N         | Y      
JDK-8307911 | N       | N         | Y      
JDK-8307926 | N       | N         | Y      
JDK-8307935 | N       | N         | Y      
JDK-8307944 | N       | N         | Y      
JDK-8307945 | N       | N         | Y      
JDK-8307953 | N       | N         | Y      
JDK-8307954 | N       | N         | Y      
JDK-8307955 | N       | N         | Y      
JDK-8307958 | N       | N         | Y      
JDK-8307959 | N       | N         | Y      
JDK-8307961 | N       | N         | Y      
JDK-8307962 | N       | N         | Y      
JDK-8307966 | N       | N         | Y      
JDK-8307968 | N       | N         | Y      
JDK-8307969 | N       | N         | Y      
JDK-8307976 | N       | N         | Y      
JDK-8307990 | N       | N         | Y      
JDK-8307997 | N       | N         | Y      
JDK-8308000 | N       | N         | Y      
JDK-8308009 | N       | N         | Y      
JDK-8308010 | N       | N         | Y      
JDK-8308015 | N       | N         | Y      
JDK-8308016 | N       | N         | Y      
JDK-8308021 | N       | N         | Y      
JDK-8308022 | N       | N         | Y      
JDK-8308024 | N       | N         | Y      
JDK-8308031 | N       | N         | Y      
JDK-8308034 | N       | N         | Y      
JDK-8308038 | N       | N         | Y      
JDK-8308040 | N       | N         | Y      
JDK-8308041 | N       | N         | Y      
JDK-8308043 | N       | N         | Y      
JDK-8308046 | N       | N         | Y      
JDK-8308049 | N       | N         | Y      
JDK-8308072 | N       | N         | Y      
JDK-8308073 | N       | N         | Y      
JDK-8308084 | N       | N         | Y      
JDK-8308086 | N       | N         | Y      
JDK-8308088 | N       | N         | Y      
JDK-8308090 | N       | N         | Y      
JDK-8308091 | N       | N         | Y      
JDK-8308092 | N       | N         | Y      
JDK-8308093 | N       | N         | Y      
JDK-8308097 | N       | N         | Y      
JDK-8308098 | N       | N         | Y      
JDK-8308108 | N       | N         | Y      
JDK-8308110 | N       | N         | Y      
JDK-8308116 | N       | N         | Y      
JDK-8308118 | N       | N         | Y      
JDK-8308151 | N       | N         | Y      
JDK-8308152 | N       | N         | Y      
JDK-8308156 | N       | N         | Y      
JDK-8308167 | N       | N         | Y      
JDK-8308181 | N       | N         | Y      
JDK-8308185 | N       | N         | Y      
JDK-8308187 | N       | N         | Y      
JDK-8308188 | N       | N         | Y      
JDK-8308192 | N       | N         | Y      
JDK-8308204 | N       | N         | Y      
JDK-8308223 | N       | N         | Y      
JDK-8308232 | N       | N         | Y      
JDK-8308235 | N       | N         | Y      
JDK-8308236 | N       | N         | Y      
JDK-8308237 | N       | N         | Y      
JDK-8308239 | N       | N         | Y      
JDK-8308245 | N       | N         | Y      
JDK-8308246 | N       | N         | Y      
JDK-8308248 | N       | N         | Y      
JDK-8308270 | N       | N         | Y      
JDK-8308276 | N       | N         | Y      
JDK-8308277 | N       | N         | Y      
JDK-8308281 | N       | N         | Y      
JDK-8308283 | N       | N         | Y      
JDK-8308285 | N       | N         | Y      
JDK-8308288 | N       | N         | Y      
JDK-8308290 | N       | N         | Y      
JDK-8308291 | N       | N         | Y      
JDK-8308292 | N       | N         | Y      
JDK-8308300 | N       | N         | Y      
JDK-8308309 | N       | N         | Y      
JDK-8308310 | N       | N         | Y      
JDK-8308312 | N       | N         | Y      
JDK-8308316 | N       | N         | Y      
JDK-8308335 | N       | N         | Y      
JDK-8308341 | N       | N         | Y      
JDK-8308342 | N       | N         | Y      
JDK-8308347 | N       | N         | Y      
JDK-8308350 | N       | N         | Y      
JDK-8308370 | N       | N         | Y      
JDK-8308387 | N       | N         | Y      
JDK-8308388 | N       | N         | Y      
JDK-8308396 | N       | N         | Y      
JDK-8308400 | N       | N         | Y      
JDK-8308403 | N       | N         | Y      
JDK-8308407 | N       | N         | Y      
JDK-8308408 | N       | N         | Y      
JDK-8308410 | N       | N         | Y      
JDK-8308445 | N       | N         | Y      
JDK-8308456 | Y       | Y         | N      
JDK-8308458 | N       | N         | Y      
JDK-8308465 | N       | N         | Y      
JDK-8308468 | N       | N         | Y      
JDK-8308469 | N       | N         | Y      
JDK-8308470 | N       | N         | Y      
JDK-8308471 | N       | N         | Y      
JDK-8308472 | N       | N         | Y      
JDK-8308473 | N       | N         | Y      
JDK-8308475 | N       | N         | Y      
JDK-8308481 | N       | N         | Y      
JDK-8308500 | N       | N         | Y      
JDK-8308503 | N       | N         | Y      
JDK-8308506 | N       | N         | Y      
JDK-8308544 | N       | N         | Y      
JDK-8308545 | N       | N         | Y      
JDK-8308549 | N       | N         | Y      
JDK-8308565 | N       | N         | Y      
JDK-8308583 | N       | N         | Y      
JDK-8308589 | N       | N         | Y      
JDK-8308594 | N       | N         | Y      
JDK-8308613 | N       | N         | Y      
JDK-8308645 | N       | N         | Y      
JDK-8308655 | N       | N         | Y      
JDK-8308656 | N       | N         | Y      
JDK-8308657 | N       | N         | Y      
JDK-8308672 | N       | N         | Y      
JDK-8308678 | N       | N         | Y      
JDK-8308682 | N       | N         | Y      
JDK-8308711 | N       | N         | Y      
JDK-8308716 | N       | N         | Y      
JDK-8308718 | N       | N         | Y      
JDK-8308720 | N       | N         | Y      
JDK-8308726 | N       | N         | Y      
JDK-8308727 | N       | N         | Y      
JDK-8308735 | N       | N         | Y      
JDK-8308746 | N       | N         | Y      
JDK-8308748 | N       | N         | Y      
JDK-8308752 | N       | N         | Y      
JDK-8308758 | N       | N         | Y      
JDK-8308761 | N       | N         | Y      
JDK-8308764 | N       | N         | Y      
JDK-8308765 | N       | N         | Y      
JDK-8308766 | N       | N         | Y      
JDK-8308801 | N       | N         | Y      
JDK-8308803 | N       | N         | Y      
JDK-8308812 | N       | N         | Y      
JDK-8308814 | N       | N         | Y      
JDK-8308817 | N       | N         | Y      
JDK-8308819 | N       | N         | Y      
JDK-8308842 | N       | N         | Y      
JDK-8308844 | N       | N         | Y      
JDK-8308856 | N       | N         | Y      
JDK-8308872 | N       | N         | Y      
JDK-8308875 | N       | N         | Y      
JDK-8308876 | N       | N         | Y      
JDK-8308881 | N       | N         | Y      
JDK-8308891 | N       | N         | Y      
JDK-8308892 | N       | N         | Y      
JDK-8308906 | N       | N         | Y      
JDK-8308907 | N       | N         | Y      
JDK-8308908 | N       | N         | Y      
JDK-8308909 | N       | N         | Y      
JDK-8308910 | N       | N         | Y      
JDK-8308913 | N       | N         | Y      
JDK-8308915 | N       | N         | Y      
JDK-8308917 | N       | N         | Y      
JDK-8308930 | N       | N         | Y      
JDK-8308931 | N       | N         | Y      
JDK-8308935 | N       | N         | Y      
JDK-8308943 | N       | N         | Y      
JDK-8308948 | N       | N         | Y      
JDK-8308954 | N       | N         | Y      
JDK-8308960 | N       | N         | Y      
JDK-8308969 | N       | N         | Y      
JDK-8308975 | N       | N         | Y      
JDK-8308977 | N       | N         | Y      
JDK-8308978 | N       | N         | Y      
JDK-8308986 | N       | N         | Y      
JDK-8308987 | N       | N         | Y      
JDK-8308988 | Y       | Y         | N      
JDK-8308992 | N       | N         | Y      
JDK-8308997 | N       | N         | Y      
JDK-8309042 | N       | N         | Y      
JDK-8309044 | N       | N         | Y      
JDK-8309048 | N       | N         | Y      
JDK-8309054 | N       | N         | Y      
JDK-8309060 | N       | N         | Y      
JDK-8309077 | N       | N         | Y      
JDK-8309093 | N       | N         | Y      
JDK-8309095 | N       | N         | Y      
JDK-8309104 | N       | N         | Y      
JDK-8309110 | N       | N         | Y      
JDK-8309111 | N       | N         | Y      
JDK-8309120 | N       | N         | Y      
JDK-8309129 | N       | N         | Y      
JDK-8309134 | N       | N         | Y      
JDK-8309136 | N       | N         | Y      
JDK-8309138 | N       | N         | Y      
JDK-8309146 | N       | N         | Y      
JDK-8309150 | N       | N         | Y      
JDK-8309159 | N       | N         | Y      
JDK-8309170 | N       | N         | Y      
JDK-8309171 | N       | N         | Y      
JDK-8309200 | N       | N         | Y      
JDK-8309210 | N       | N         | Y      
JDK-8309216 | N       | N         | Y      
JDK-8309219 | N       | N         | Y      
JDK-8309224 | N       | N         | Y      
JDK-8309225 | N       | N         | Y      
JDK-8309230 | N       | N         | Y      
JDK-8309231 | N       | N         | Y      
JDK-8309235 | N       | N         | Y      
JDK-8309236 | N       | N         | Y      
JDK-8309241 | N       | N         | Y      
JDK-8309254 | N       | N         | Y      
JDK-8309265 | N       | N         | Y      
JDK-8309268 | N       | N         | Y      
JDK-8309286 | N       | N         | Y      
JDK-8309287 | N       | N         | Y      
JDK-8309295 | N       | N         | Y      
JDK-8309297 | N       | N         | Y      
JDK-8309303 | N       | N         | Y      
JDK-8309329 | N       | N         | Y      
JDK-8309332 | N       | N         | Y      
JDK-8309334 | N       | N         | Y      
JDK-8309336 | N       | N         | Y      
JDK-8309340 | N       | N         | Y      
JDK-8309346 | N       | N         | Y      
JDK-8309391 | N       | N         | Y      
JDK-8309396 | N       | N         | Y      
JDK-8309398 | N       | N         | Y      
JDK-8309405 | N       | N         | Y      
JDK-8309406 | N       | N         | Y      
JDK-8309409 | N       | N         | Y      
JDK-8309413 | N       | N         | Y      
JDK-8309416 | N       | N         | Y      
JDK-8309418 | N       | N         | Y      
JDK-8309419 | N       | N         | Y      
JDK-8309420 | N       | N         | Y      
JDK-8309462 | N       | N         | Y      
JDK-8309467 | N       | N         | Y      
JDK-8309472 | N       | N         | Y      
JDK-8309474 | N       | N         | Y      
JDK-8309501 | N       | N         | Y      
JDK-8309503 | N       | N         | Y      
JDK-8309505 | N       | N         | Y      
JDK-8309506 | N       | N         | Y      
JDK-8309509 | N       | N         | Y      
JDK-8309510 | N       | N         | Y      
JDK-8309515 | N       | N         | Y      
JDK-8309527 | N       | N         | Y      
JDK-8309532 | N       | N         | Y      
JDK-8309534 | N       | N         | Y      
JDK-8309542 | N       | N         | Y      
JDK-8309543 | N       | N         | Y      
JDK-8309550 | N       | N         | Y      
JDK-8309554 | N       | N         | Y      
JDK-8309562 | N       | N         | Y      
JDK-8309568 | N       | N         | Y      
JDK-8309569 | N       | N         | Y      
JDK-8309570 | N       | N         | Y      
JDK-8309574 | N       | N         | Y      
JDK-8309594 | N       | N         | Y      
JDK-8309602 | N       | N         | Y      
JDK-8309613 | N       | N         | Y      
JDK-8309614 | N       | N         | Y      
JDK-8309630 | N       | N         | Y      
JDK-8309675 | N       | N         | Y      
JDK-8309702 | N       | N         | Y      
JDK-8309703 | N       | N         | Y      
JDK-8309727 | N       | N         | Y      
JDK-8309760 | N       | N         | Y      
JDK-8309862 | N       | N         | Y      
JDK-8309870 | N       | N         | Y      
JDK-8309882 | N       | N         | Y      
JDK-8309955 | N       | N         | Y      
JDK-8309956 | N       | N         | Y      
JDK-8309966 | N       | N         | Y      
JDK-8310067 | Y       | Y         | N      
JDK-8310200 | Y       | Y         | N      
JDK-8311208 | N       | N         | Y      
JDK-8311565 | Y       | Y         | N      
JDK-8311680 | N       | N         | Y      
JDK-8311681 | N       | N         | Y      
JDK-8311682 | N       | N         | Y      
JDK-8312082 | Y       | Y         | N      
JDK-8312248 | N       | N         | Y      
JDK-8312401 | N       | N         | Y      
JDK-8313215 | Y       | Y         | N      
JDK-8313742 | Y       | Y         | N      
JDK-8314295 | N       | N         | Y      
JDK-8314307 | N       | N         | Y      
JDK-8314468 | N       | N         | Y      
JDK-8314649 | N       | N         | Y      
JDK-8314794 | N       | N         | Y      
JDK-8314976 | Y       | Y         | N      
JDK-8315230 | Y       | Y         | N      
JDK-8315708 | N       | N         | Y      
JDK-8316336 | Y       | Y         | N      
JDK-8316976 | N       | N         | Y      
JDK-8317121 | N       | N         | Y      
JDK-8317259 | Y       | Y         | N      
JDK-8317331 | N       | N         | Y      
JDK-8317439 | N       | N         | Y      
JDK-8317547 | N       | N         | Y      
JDK-8318137 | N       | N         | Y      
JDK-8318340 | N       | N         | Y      
JDK-8318472 | Y       | Y         | N      
JDK-8318618 | Y       | Y         | N      
JDK-8319243 | Y       | Y         | N      
JDK-8319851 | N       | N         | Y      
JDK-8319859 | N       | N         | Y      
JDK-8320097 | N       | N         | Y      
JDK-8320105 | Y       | Y         | N      
JDK-8320548 | N       | N         | Y      
JDK-8320871 | Y       | Y         | N      
JDK-8321530 | Y       | Y         | N      
JDK-8322122 | N       | N         | Y      
JDK-8322338 | Y       | Y         | N      
JDK-8322339 | Y       | Y         | N      
JDK-8322345 | Y       | Y         | N      
JDK-8323231 | N       | N         | Y      
JDK-8323390 | N       | N         | Y      
JDK-8324559 | N       | N         | Y      
JDK-8325600 | N       | N         | Y      
JDK-8327413 | N       | N         | Y      
JDK-8328286 | N       | N         | Y      
JDK-8328544 | N       | N         | Y      
JDK-8328726 | N       | N         | Y      
JDK-8330045 | N       | N         | Y      
JDK-8331446 | N       | N         | Y      
JDK-8331874 | Y       | Y         | N      
JDK-8332644 | N       | N         | Y      
JDK-8335428 | N       | N         | Y      
JDK-8335713 | N       | N         | Y      
JDK-8336564 | N       | N         | Y      
JDK-8337494 | N       | N         | Y      
JDK-8337692 | N       | N         | Y      
JDK-8338430 | N       | N         | Y      
JDK-8339180 | N       | N         | Y      
JDK-8342562 | N       | N         | Y      
JDK-8343007 | N       | N         | Y      
JDK-8345625 | N       | N         | Y      
JDK-8347847 | N       | N         | Y      
JDK-8348989 | N       | N         | Y      
JDK-8349111 | N       | N         | Y      
JDK-8349594 | N       | N         | Y      
JDK-8350991 | N       | N         | Y      
JDK-8360147 | N       | N         | Y      
