JDK         | OpenJDK | OracleJDK | Temurin
JDK-8299518 | N       | N         | Y      
JDK-8299520 | N       | N         | Y      
JDK-8299522 | N       | N         | Y      
JDK-8299525 | N       | N         | Y      
JDK-8299528 | N       | N         | Y      
JDK-8299544 | N       | N         | Y      
JDK-8299546 | N       | N         | Y      
JDK-8299553 | N       | N         | Y      
JDK-8299561 | N       | N         | Y      
JDK-8299563 | N       | N         | Y      
JDK-8299570 | N       | N         | Y      
JDK-8299571 | N       | N         | Y      
JDK-8299576 | N       | N         | Y      
JDK-8299592 | N       | N         | Y      
JDK-8299593 | N       | N         | Y      
JDK-8299600 | N       | N         | Y      
JDK-8299608 | N       | N         | Y      
JDK-8299617 | N       | N         | Y      
JDK-8299635 | N       | N         | Y      
JDK-8299657 | N       | N         | Y      
JDK-8299665 | N       | N         | Y      
JDK-8299671 | N       | N         | Y      
JDK-8299672 | N       | N         | Y      
JDK-8299673 | N       | N         | Y      
JDK-8299677 | N       | N         | Y      
JDK-8299683 | N       | N         | Y      
JDK-8299684 | N       | N         | Y      
JDK-8299689 | N       | N         | Y      
JDK-8299692 | N       | N         | Y      
JDK-8299693 | N       | N         | Y      
JDK-8299699 | N       | N         | Y      
JDK-8299701 | N       | N         | Y      
JDK-8299705 | N       | N         | Y      
JDK-8299713 | N       | N         | Y      
JDK-8299715 | N       | N         | Y      
JDK-8299718 | N       | N         | Y      
JDK-8299721 | N       | N         | Y      
JDK-8299726 | N       | N         | Y      
JDK-8299733 | N       | N         | Y      
JDK-8299739 | N       | N         | Y      
JDK-8299740 | N       | N         | Y      
JDK-8299746 | N       | N         | Y      
JDK-8299748 | N       | N         | Y      
JDK-8299757 | N       | N         | Y      
JDK-8299760 | N       | N         | Y      
JDK-8299772 | N       | N         | Y      
JDK-8299774 | N       | N         | Y      
JDK-8299777 | N       | N         | Y      
JDK-8299779 | N       | N         | Y      
JDK-8299789 | N       | N         | Y      
JDK-8299795 | N       | N         | Y      
JDK-8299807 | N       | N         | Y      
JDK-8299817 | N       | N         | Y      
JDK-8299827 | N       | N         | Y      
JDK-8299829 | N       | N         | Y      
JDK-8299835 | N       | N         | Y      
JDK-8299836 | N       | N         | Y      
JDK-8299844 | N       | N         | Y      
JDK-8299845 | N       | N         | Y      
JDK-8299847 | N       | N         | Y      
JDK-8299849 | N       | N         | Y      
JDK-8299853 | N       | N         | Y      
JDK-8299858 | N       | N         | Y      
JDK-8299862 | N       | N         | Y      
JDK-8299863 | N       | N         | Y      
JDK-8299864 | N       | N         | Y      
JDK-8299865 | N       | N         | Y      
JDK-8299879 | N       | N         | Y      
JDK-8299891 | N       | N         | Y      
JDK-8299896 | N       | N         | Y      
JDK-8299918 | N       | N         | Y      
JDK-8299953 | N       | N         | Y      
JDK-8299956 | N       | N         | Y      
JDK-8299957 | N       | N         | Y      
JDK-8299959 | N       | N         | Y      
JDK-8299960 | N       | N         | Y      
JDK-8299962 | N       | N         | Y      
JDK-8299970 | N       | N         | Y      
JDK-8299971 | N       | N         | Y      
JDK-8299972 | N       | N         | Y      
JDK-8299973 | N       | N         | Y      
JDK-8299974 | N       | N         | Y      
JDK-8299975 | N       | N         | Y      
JDK-8299976 | N       | N         | Y      
JDK-8299978 | N       | N         | Y      
JDK-8299982 | N       | N         | Y      
JDK-8299994 | N       | N         | Y      
JDK-8300001 | N       | N         | Y      
JDK-8300002 | N       | N         | Y      
JDK-8300010 | N       | N         | Y      
JDK-8300011 | N       | N         | Y      
JDK-8300012 | N       | N         | Y      
JDK-8300024 | N       | N         | Y      
JDK-8300032 | N       | N         | Y      
JDK-8300038 | N       | N         | Y      
JDK-8300040 | N       | N         | Y      
JDK-8300042 | N       | N         | Y      
JDK-8300052 | N       | N         | Y      
JDK-8300053 | N       | N         | Y      
JDK-8300054 | N       | N         | Y      
JDK-8300055 | N       | N         | Y      
JDK-8300068 | N       | N         | Y      
JDK-8300069 | N       | N         | Y      
JDK-8300077 | N       | N         | Y      
JDK-8300079 | N       | N         | Y      
JDK-8300081 | N       | N         | Y      
JDK-8300084 | N       | N         | Y      
JDK-8300086 | N       | N         | Y      
JDK-8300087 | N       | N         | Y      
JDK-8300093 | N       | N         | Y      
JDK-8300098 | N       | N         | Y      
JDK-8300099 | N       | N         | Y      
JDK-8300109 | N       | N         | Y      
JDK-8300110 | N       | N         | Y      
JDK-8300111 | N       | N         | Y      
JDK-8300113 | N       | N         | Y      
JDK-8300117 | N       | N         | Y      
JDK-8300119 | N       | N         | Y      
JDK-8300120 | N       | N         | Y      
JDK-8300124 | N       | N         | Y      
JDK-8300125 | N       | N         | Y      
JDK-8300127 | N       | N         | Y      
JDK-8300133 | N       | N         | Y      
JDK-8300139 | N       | N         | Y      
JDK-8300140 | N       | N         | Y      
JDK-8300141 | N       | N         | Y      
JDK-8300144 | N       | N         | Y      
JDK-8300147 | N       | N         | Y      
JDK-8300166 | N       | N         | Y      
JDK-8300167 | N       | N         | Y      
JDK-8300168 | N       | N         | Y      
JDK-8300169 | N       | N         | Y      
JDK-8300172 | N       | N         | Y      
JDK-8300176 | N       | N         | Y      
JDK-8300177 | N       | N         | Y      
JDK-8300184 | N       | N         | Y      
JDK-8300195 | N       | N         | Y      
JDK-8300197 | N       | N         | Y      
JDK-8300204 | N       | N         | Y      
JDK-8300205 | N       | N         | Y      
JDK-8300207 | N       | N         | Y      
JDK-8300208 | N       | N         | Y      
JDK-8300222 | N       | N         | Y      
JDK-8300227 | N       | N         | Y      
JDK-8300228 | N       | N         | Y      
JDK-8300235 | N       | N         | Y      
JDK-8300236 | N       | N         | Y      
JDK-8300237 | N       | N         | Y      
JDK-8300240 | N       | N         | Y      
JDK-8300241 | N       | N         | Y      
JDK-8300242 | N       | N         | Y      
JDK-8300243 | N       | N         | Y      
JDK-8300244 | N       | N         | Y      
JDK-8300245 | N       | N         | Y      
JDK-8300247 | N       | N         | Y      
JDK-8300253 | N       | N         | Y      
JDK-8300254 | N       | N         | Y      
JDK-8300255 | N       | N         | Y      
JDK-8300256 | N       | N         | Y      
JDK-8300257 | N       | N         | Y      
JDK-8300258 | N       | N         | Y      
JDK-8300259 | N       | N         | Y      
JDK-8300260 | N       | N         | Y      
JDK-8300264 | N       | N         | Y      
JDK-8300265 | N       | N         | Y      
JDK-8300266 | N       | N         | Y      
JDK-8300267 | N       | N         | Y      
JDK-8300268 | N       | N         | Y      
JDK-8300269 | N       | N         | Y      
JDK-8300272 | N       | N         | Y      
JDK-8300273 | N       | N         | Y      
JDK-8300275 | N       | N         | Y      
JDK-8300279 | N       | N         | Y      
JDK-8300285 | N       | N         | Y      
JDK-8300295 | N       | N         | Y      
JDK-8300307 | N       | N         | Y      
JDK-8300308 | N       | N         | Y      
JDK-8300317 | N       | N         | Y      
JDK-8300321 | N       | N         | Y      
JDK-8300356 | N       | N         | Y      
JDK-8300357 | N       | N         | Y      
JDK-8300399 | N       | N         | Y      
JDK-8300400 | N       | N         | Y      
JDK-8300405 | N       | N         | Y      
JDK-8300416 | N       | N         | Y      
JDK-8300447 | N       | N         | Y      
JDK-8300463 | N       | N         | Y      
JDK-8300488 | N       | N         | Y      
JDK-8300489 | N       | N         | Y      
JDK-8300490 | N       | N         | Y      
JDK-8300491 | N       | N         | Y      
JDK-8300493 | N       | N         | Y      
JDK-8300517 | N       | N         | Y      
JDK-8300526 | N       | N         | Y      
JDK-8300540 | N       | N         | Y      
JDK-8300543 | N       | N         | Y      
JDK-8300545 | N       | N         | Y      
JDK-8300549 | N       | N         | Y      
JDK-8300550 | N       | N         | Y      
JDK-8300575 | N       | N         | Y      
JDK-8300584 | N       | N         | Y      
JDK-8300586 | N       | N         | Y      
JDK-8300587 | N       | N         | Y      
JDK-8300589 | N       | N         | Y      
JDK-8300590 | N       | N         | Y      
JDK-8300591 | N       | N         | Y      
JDK-8300592 | N       | N         | Y      
JDK-8300594 | N       | N         | Y      
JDK-8300595 | N       | N         | Y      
JDK-8300596 | N       | N         | Y      
JDK-8300623 | N       | N         | Y      
JDK-8300638 | N       | N         | Y      
JDK-8300644 | N       | N         | Y      
JDK-8300645 | N       | N         | Y      
JDK-8300647 | N       | N         | Y      
JDK-8300651 | N       | N         | Y      
JDK-8300652 | N       | N         | Y      
JDK-8300653 | N       | N         | Y      
JDK-8300654 | N       | N         | Y      
JDK-8300657 | N       | N         | Y      
JDK-8300658 | N       | N         | Y      
JDK-8300659 | N       | N         | Y      
JDK-8300682 | N       | N         | Y      
JDK-8300692 | N       | N         | Y      
JDK-8300693 | N       | N         | Y      
JDK-8300696 | N       | N         | Y      
JDK-8300698 | N       | N         | Y      
JDK-8300706 | N       | N         | Y      
JDK-8300719 | N       | N         | Y      
JDK-8300721 | N       | N         | Y      
JDK-8300725 | N       | N         | Y      
JDK-8300727 | N       | N         | Y      
JDK-8300731 | N       | N         | Y      
JDK-8300769 | N       | N         | Y      
JDK-8300783 | N       | N         | Y      
JDK-8300784 | N       | N         | Y      
JDK-8300792 | N       | N         | Y      
JDK-8300794 | N       | N         | Y      
JDK-8300805 | N       | N         | Y      
JDK-8300806 | N       | N         | Y      
JDK-8300808 | N       | N         | Y      
JDK-8300810 | N       | N         | Y      
JDK-8300811 | N       | N         | Y      
JDK-8300817 | N       | N         | Y      
JDK-8300818 | N       | N         | Y      
JDK-8300821 | N       | N         | Y      
JDK-8300823 | N       | N         | Y      
JDK-8300828 | N       | N         | Y      
JDK-8300829 | N       | N         | Y      
JDK-8300830 | N       | N         | Y      
JDK-8300857 | N       | N         | Y      
JDK-8300862 | N       | N         | Y      
JDK-8300863 | N       | N         | Y      
JDK-8300864 | N       | N         | Y      
JDK-8300865 | N       | N         | Y      
JDK-8300866 | N       | N         | Y      
JDK-8300867 | N       | N         | Y      
JDK-8300868 | N       | N         | Y      
JDK-8300869 | N       | N         | Y      
JDK-8300891 | N       | N         | Y      
JDK-8300909 | N       | N         | Y      
JDK-8300910 | N       | N         | Y      
JDK-8300912 | N       | N         | Y      
JDK-8300913 | N       | N         | Y      
JDK-8300914 | N       | N         | Y      
JDK-8300915 | N       | N         | Y      
JDK-8300916 | N       | N         | Y      
JDK-8300924 | N       | N         | Y      
JDK-8300926 | N       | N         | Y      
JDK-8300929 | N       | N         | Y      
JDK-8300939 | N       | N         | Y      
JDK-8300942 | N       | N         | Y      
JDK-8300946 | N       | N         | Y      
JDK-8300953 | N       | N         | Y      
JDK-8300958 | N       | N         | Y      
JDK-8300962 | N       | N         | Y      
JDK-8300968 | N       | N         | Y      
JDK-8300977 | N       | N         | Y      
JDK-8300979 | N       | N         | Y      
JDK-8300981 | N       | N         | Y      
JDK-8300997 | N       | N         | Y      
JDK-8301004 | N       | N         | Y      
JDK-8301005 | N       | N         | Y      
JDK-8301012 | N       | N         | Y      
JDK-8301025 | N       | N         | Y      
JDK-8301033 | N       | N         | Y      
JDK-8301036 | N       | N         | Y      
JDK-8301047 | N       | N         | Y      
JDK-8301050 | N       | N         | Y      
JDK-8301063 | N       | N         | Y      
JDK-8301065 | N       | N         | Y      
JDK-8301067 | N       | N         | Y      
JDK-8301068 | N       | N         | Y      
JDK-8301069 | N       | N         | Y      
JDK-8301070 | N       | N         | Y      
JDK-8301072 | N       | N         | Y      
JDK-8301074 | N       | N         | Y      
JDK-8301076 | N       | N         | Y      
JDK-8301077 | N       | N         | Y      
JDK-8301086 | N       | N         | Y      
JDK-8301088 | N       | N         | Y      
JDK-8301092 | N       | N         | Y      
JDK-8301093 | N       | N         | Y      
JDK-8301095 | N       | N         | Y      
JDK-8301097 | N       | N         | Y      
JDK-8301098 | N       | N         | Y      
JDK-8301106 | N       | N         | Y      
JDK-8301116 | N       | N         | Y      
JDK-8301117 | N       | N         | Y      
JDK-8301119 | N       | N         | Y      
JDK-8301120 | N       | N         | Y      
JDK-8301123 | N       | N         | Y      
JDK-8301129 | N       | N         | Y      
JDK-8301132 | N       | N         | Y      
JDK-8301133 | N       | N         | Y      
JDK-8301148 | N       | N         | Y      
JDK-8301149 | N       | N         | Y      
JDK-8301153 | N       | N         | Y      
JDK-8301154 | N       | N         | Y      
JDK-8301163 | N       | N         | Y      
JDK-8301164 | N       | N         | Y      
JDK-8301167 | N       | N         | Y      
JDK-8301169 | N       | N         | Y      
JDK-8301170 | N       | N         | Y      
JDK-8301171 | N       | N         | Y      
JDK-8301178 | N       | N         | Y      
JDK-8301179 | N       | N         | Y      
JDK-8301180 | N       | N         | Y      
JDK-8301187 | N       | N         | Y      
JDK-8301189 | N       | N         | Y      
JDK-8301190 | N       | N         | Y      
JDK-8301200 | N       | N         | Y      
JDK-8301201 | N       | N         | Y      
JDK-8301202 | N       | N         | Y      
JDK-8301205 | N       | N         | Y      
JDK-8301206 | N       | N         | Y      
JDK-8301207 | N       | N         | Y      
JDK-8301214 | N       | N         | Y      
JDK-8301217 | N       | N         | Y      
JDK-8301222 | N       | N         | Y      
JDK-8301223 | N       | N         | Y      
JDK-8301224 | N       | N         | Y      
JDK-8301225 | N       | N         | Y      
JDK-8301226 | N       | N         | Y      
JDK-8301229 | N       | N         | Y      
JDK-8301243 | N       | N         | Y      
JDK-8301244 | N       | N         | Y      
JDK-8301248 | N       | N         | Y      
JDK-8301254 | N       | N         | Y      
JDK-8301255 | N       | N         | Y      
JDK-8301260 | N       | N         | Y      
JDK-8301267 | N       | N         | Y      
JDK-8301269 | N       | N         | Y      
JDK-8301274 | N       | N         | Y      
JDK-8301279 | N       | N         | Y      
JDK-8301299 | N       | N         | Y      
JDK-8301306 | N       | N         | Y      
JDK-8301308 | N       | N         | Y      
JDK-8301313 | N       | N         | Y      
JDK-8301326 | N       | N         | Y      
JDK-8301337 | N       | N         | Y      
JDK-8301338 | N       | N         | Y      
JDK-8301340 | N       | N         | Y      
JDK-8301342 | N       | N         | Y      
JDK-8301344 | N       | N         | Y      
JDK-8301346 | N       | N         | Y      
JDK-8301367 | N       | N         | Y      
JDK-8301371 | N       | N         | Y      
JDK-8301374 | N       | N         | Y      
JDK-8301377 | N       | N         | Y      
JDK-8301378 | N       | N         | Y      
JDK-8301380 | N       | N         | Y      
JDK-8301381 | N       | N         | Y      
JDK-8301392 | N       | N         | Y      
JDK-8301393 | N       | N         | Y      
JDK-8301396 | N       | N         | Y      
JDK-8301402 | N       | N         | Y      
JDK-8301443 | N       | N         | Y      
JDK-8301444 | N       | N         | Y      
JDK-8301446 | N       | N         | Y      
JDK-8301447 | N       | N         | Y      
JDK-8301448 | N       | N         | Y      
JDK-8301455 | N       | N         | Y      
JDK-8301459 | N       | N         | Y      
JDK-8301460 | N       | N         | Y      
JDK-8301462 | N       | N         | Y      
JDK-8301463 | N       | N         | Y      
JDK-8301465 | N       | N         | Y      
JDK-8301477 | N       | N         | Y      
JDK-8301478 | N       | N         | Y      
JDK-8301479 | N       | N         | Y      
JDK-8301480 | N       | N         | Y      
JDK-8301481 | N       | N         | Y      
JDK-8301491 | N       | N         | Y      
JDK-8301493 | N       | N         | Y      
JDK-8301494 | N       | N         | Y      
JDK-8301495 | N       | N         | Y      
JDK-8301496 | N       | N         | Y      
JDK-8301497 | N       | N         | Y      
JDK-8301498 | N       | N         | Y      
JDK-8301499 | N       | N         | Y      
JDK-8301500 | N       | N         | Y      
JDK-8301501 | N       | N         | Y      
JDK-8301502 | N       | N         | Y      
JDK-8301503 | N       | N         | Y      
JDK-8301504 | N       | N         | Y      
JDK-8301505 | N       | N         | Y      
JDK-8301506 | N       | N         | Y      
JDK-8301507 | N       | N         | Y      
JDK-8301508 | N       | N         | Y      
JDK-8301509 | N       | N         | Y      
JDK-8301511 | N       | N         | Y      
JDK-8301512 | N       | N         | Y      
JDK-8301513 | N       | N         | Y      
JDK-8301549 | N       | N         | Y      
JDK-8301553 | N       | N         | Y      
JDK-8301555 | N       | N         | Y      
JDK-8301564 | N       | N         | Y      
JDK-8301567 | N       | N         | Y      
JDK-8301570 | N       | N         | Y      
JDK-8301578 | N       | N         | Y      
JDK-8301580 | N       | N         | Y      
JDK-8301599 | N       | N         | Y      
JDK-8301612 | N       | N         | Y      
JDK-8301616 | N       | N         | Y      
JDK-8301618 | N       | N         | Y      
JDK-8301622 | N       | N         | Y      
JDK-8301627 | N       | N         | Y      
JDK-8301628 | N       | N         | Y      
JDK-8301630 | N       | N         | Y      
JDK-8301636 | N       | N         | Y      
JDK-8301637 | N       | N         | Y      
JDK-8301638 | N       | N         | Y      
JDK-8301641 | N       | N         | Y      
JDK-8301644 | N       | N         | Y      
JDK-8301655 | N       | N         | Y      
JDK-8301659 | N       | N         | Y      
JDK-8301661 | N       | N         | Y      
JDK-8301684 | N       | N         | Y      
JDK-8301697 | N       | N         | Y      
JDK-8301700 | N       | N         | Y      
JDK-8301701 | N       | N         | Y      
JDK-8301703 | N       | N         | Y      
JDK-8301704 | N       | N         | Y      
JDK-8301715 | N       | N         | Y      
JDK-8301717 | N       | N         | Y      
JDK-8301721 | N       | N         | Y      
JDK-8301736 | N       | N         | Y      
JDK-8301737 | N       | N         | Y      
JDK-8301739 | N       | N         | Y      
JDK-8301740 | N       | N         | Y      
JDK-8301743 | N       | N         | Y      
JDK-8301744 | N       | N         | Y      
JDK-8301749 | N       | N         | Y      
JDK-8301752 | N       | N         | Y      
JDK-8301753 | N       | N         | Y      
JDK-8301756 | N       | N         | Y      
JDK-8301760 | N       | N         | Y      
JDK-8301767 | N       | N         | Y      
JDK-8301768 | N       | N         | Y      
JDK-8301787 | N       | N         | Y      
JDK-8301788 | N       | N         | Y      
JDK-8301793 | N       | N         | Y      
JDK-8301798 | N       | N         | Y      
JDK-8301810 | N       | N         | Y      
JDK-8301813 | N       | N         | Y      
JDK-8301818 | N       | N         | Y      
JDK-8301819 | N       | N         | Y      
JDK-8301822 | N       | N         | Y      
JDK-8301828 | N       | N         | Y      
JDK-8301833 | N       | N         | Y      
JDK-8301838 | N       | N         | Y      
JDK-8301842 | N       | N         | Y      
JDK-8301843 | N       | N         | Y      
JDK-8301852 | N       | N         | Y      
JDK-8301853 | N       | N         | Y      
JDK-8301858 | N       | N         | Y      
JDK-8301862 | N       | N         | Y      
JDK-8301863 | N       | N         | Y      
JDK-8301873 | N       | N         | Y      
JDK-8301874 | N       | N         | Y      
JDK-8301876 | N       | N         | Y      
JDK-8301942 | N       | N         | Y      
JDK-8301958 | N       | N         | Y      
JDK-8301959 | N       | N         | Y      
JDK-8301964 | N       | N         | Y      
JDK-8301988 | N       | N         | Y      
JDK-8301989 | N       | N         | Y      
JDK-8301992 | N       | N         | Y      
JDK-8301995 | N       | N         | Y      
JDK-8301998 | N       | N         | Y      
JDK-8302004 | N       | N         | Y      
JDK-8302026 | N       | N         | Y      
JDK-8302027 | N       | N         | Y      
JDK-8302028 | N       | N         | Y      
JDK-8302040 | N       | N         | Y      
JDK-8302043 | N       | N         | Y      
JDK-8302047 | N       | N         | Y      
JDK-8302066 | N       | N         | Y      
JDK-8302067 | N       | N         | Y      
JDK-8302068 | N       | N         | Y      
JDK-8302069 | N       | N         | Y      
JDK-8302070 | N       | N         | Y      
JDK-8302072 | N       | N         | Y      
JDK-8302102 | N       | N         | Y      
JDK-8302108 | N       | N         | Y      
JDK-8302109 | N       | N         | Y      
JDK-8302113 | N       | N         | Y      
JDK-8302114 | N       | N         | Y      
JDK-8302117 | N       | N         | Y      
JDK-8302120 | N       | N         | Y      
JDK-8302121 | N       | N         | Y      
JDK-8302122 | N       | N         | Y      
JDK-8302124 | N       | N         | Y      
JDK-8302125 | N       | N         | Y      
JDK-8302127 | N       | N         | Y      
JDK-8302129 | N       | N         | Y      
JDK-8302144 | N       | N         | Y      
JDK-8302145 | N       | N         | Y      
JDK-8302146 | N       | N         | Y      
JDK-8302147 | N       | N         | Y      
JDK-8302149 | N       | N         | Y      
JDK-8302150 | N       | N         | Y      
JDK-8302151 | N       | N         | Y      
JDK-8302152 | N       | N         | Y      
JDK-8302155 | N       | N         | Y      
JDK-8302158 | N       | N         | Y      
JDK-8302161 | N       | N         | Y      
JDK-8302163 | N       | N         | Y      
JDK-8302167 | N       | N         | Y      
JDK-8302172 | N       | N         | Y      
JDK-8302173 | N       | N         | Y      
JDK-8302182 | N       | N         | Y      
JDK-8302189 | N       | N         | Y      
JDK-8302191 | N       | N         | Y      
JDK-8302202 | N       | N         | Y      
JDK-8302203 | N       | N         | Y      
JDK-8302206 | N       | N         | Y      
JDK-8302214 | N       | N         | Y      
JDK-8302215 | N       | N         | Y      
JDK-8302218 | N       | N         | Y      
JDK-8302225 | N       | N         | Y      
JDK-8302226 | N       | N         | Y      
JDK-8302260 | N       | N         | Y      
JDK-8302262 | N       | N         | Y      
JDK-8302268 | N       | N         | Y      
JDK-8302289 | N       | N         | Y      
JDK-8302312 | N       | N         | Y      
JDK-8302315 | N       | N         | Y      
JDK-8302320 | N       | N         | Y      
JDK-8302323 | N       | N         | Y      
JDK-8302324 | N       | N         | Y      
JDK-8302325 | N       | N         | Y      
JDK-8302328 | N       | N         | Y      
JDK-8302335 | N       | N         | Y      
JDK-8302337 | N       | N         | Y      
JDK-8302344 | N       | N         | Y      
JDK-8302354 | N       | N         | Y      
JDK-8302358 | N       | N         | Y      
JDK-8302360 | N       | N         | Y      
JDK-8302368 | N       | N         | Y      
JDK-8302369 | N       | N         | Y      
JDK-8302385 | N       | N         | Y      
JDK-8302452 | N       | N         | Y      
JDK-8302453 | N       | N         | Y      
JDK-8302455 | N       | N         | Y      
JDK-8302462 | N       | N         | Y      
JDK-8302464 | N       | N         | Y      
JDK-8302475 | N       | N         | Y      
JDK-8302483 | N       | N         | Y      
JDK-8302491 | N       | N         | Y      
JDK-8302495 | N       | N         | Y      
JDK-8302496 | N       | N         | Y      
JDK-8302508 | N       | N         | Y      
JDK-8302512 | N       | N         | Y      
JDK-8302513 | N       | N         | Y      
JDK-8302514 | N       | N         | Y      
JDK-8302516 | N       | N         | Y      
JDK-8302518 | N       | N         | Y      
JDK-8302525 | N       | N         | Y      
JDK-8302558 | N       | N         | Y      
JDK-8302590 | N       | N         | Y      
JDK-8302594 | N       | N         | Y      
JDK-8302595 | N       | N         | Y      
JDK-8302599 | N       | N         | Y      
JDK-8302603 | N       | N         | Y      
JDK-8302607 | N       | N         | Y      
JDK-8302615 | N       | N         | Y      
JDK-8302623 | N       | N         | Y      
JDK-8302625 | N       | N         | Y      
JDK-8302635 | N       | N         | Y      
JDK-8302644 | N       | N         | Y      
JDK-8302652 | N       | N         | Y      
JDK-8302656 | N       | N         | Y      
JDK-8302659 | N       | N         | Y      
JDK-8302661 | N       | N         | Y      
JDK-8302664 | N       | N         | Y      
JDK-8302666 | N       | N         | Y      
JDK-8302667 | N       | N         | Y      
JDK-8302668 | N       | N         | Y      
JDK-8302670 | N       | N         | Y      
JDK-8302671 | N       | N         | Y      
JDK-8302673 | N       | N         | Y      
JDK-8302674 | N       | N         | Y      
JDK-8302677 | N       | N         | Y      
JDK-8302678 | N       | N         | Y      
JDK-8302681 | N       | N         | Y      
JDK-8302685 | N       | N         | Y      
JDK-8302696 | N       | N         | Y      
JDK-8302709 | N       | N         | Y      
JDK-8302732 | N       | N         | Y      
JDK-8302734 | N       | N         | Y      
JDK-8302736 | N       | N         | Y      
JDK-8302738 | N       | N         | Y      
JDK-8302741 | N       | N         | Y      
JDK-8302760 | N       | N         | Y      
JDK-8302776 | N       | N         | Y      
JDK-8302777 | N       | N         | Y      
JDK-8302779 | N       | N         | Y      
JDK-8302780 | N       | N         | Y      
JDK-8302781 | N       | N         | Y      
JDK-8302783 | N       | N         | Y      
JDK-8302789 | N       | N         | Y      
JDK-8302791 | N       | N         | Y      
JDK-8302795 | N       | N         | Y      
JDK-8302798 | N       | N         | Y      
JDK-8302799 | N       | N         | Y      
JDK-8302800 | N       | N         | Y      
JDK-8302801 | N       | N         | Y      
JDK-8302810 | N       | N         | Y      
JDK-8302811 | N       | N         | Y      
JDK-8302812 | N       | N         | Y      
JDK-8302814 | N       | N         | Y      
JDK-8302815 | N       | N         | Y      
JDK-8302819 | N       | N         | Y      
JDK-8302820 | N       | N         | Y      
JDK-8302821 | N       | N         | Y      
JDK-8302822 | N       | N         | Y      
JDK-8302830 | N       | N         | Y      
JDK-8302831 | N       | N         | Y      
JDK-8302837 | N       | N         | Y      
JDK-8302838 | N       | N         | Y      
JDK-8302845 | N       | N         | Y      
JDK-8302846 | N       | N         | Y      
JDK-8302849 | N       | N         | Y      
JDK-8302856 | N       | N         | Y      
JDK-8302858 | N       | N         | Y      
JDK-8302863 | N       | N         | Y      
JDK-8302864 | N       | N         | Y      
JDK-8302867 | N       | N         | Y      
JDK-8302868 | N       | N         | Y      
JDK-8302870 | N       | N         | Y      
JDK-8302871 | N       | N         | Y      
JDK-8302873 | N       | N         | Y      
JDK-8302877 | N       | N         | Y      
JDK-8302878 | N       | N         | Y      
JDK-8302879 | N       | N         | Y      
JDK-8302880 | N       | N         | Y      
JDK-8302882 | N       | N         | Y      
JDK-8302883 | N       | N         | Y      
JDK-8302886 | N       | N         | Y      
JDK-8302888 | N       | N         | Y      
JDK-8302899 | N       | N         | Y      
JDK-8302905 | N       | N         | Y      
JDK-8302906 | N       | N         | Y      
JDK-8302907 | N       | N         | Y      
JDK-8302908 | N       | N         | Y      
JDK-8302927 | N       | N         | Y      
JDK-8302975 | N       | N         | Y      
JDK-8302976 | N       | N         | Y      
JDK-8302977 | N       | N         | Y      
JDK-8302979 | N       | N         | Y      
JDK-8302981 | N       | N         | Y      
JDK-8302983 | N       | N         | Y      
JDK-8303001 | N       | N         | Y      
JDK-8303002 | N       | N         | Y      
JDK-8303010 | N       | N         | Y      
JDK-8303013 | N       | N         | Y      
JDK-8303016 | N       | N         | Y      
JDK-8303018 | N       | N         | Y      
JDK-8303020 | N       | N         | Y      
JDK-8303022 | N       | N         | Y      
JDK-8303024 | N       | N         | Y      
JDK-8303033 | N       | N         | Y      
JDK-8303039 | N       | N         | Y      
JDK-8303040 | N       | N         | Y      
JDK-8303045 | N       | N         | Y      
JDK-8303047 | N       | N         | Y      
JDK-8303051 | N       | N         | Y      
JDK-8303054 | N       | N         | Y      
JDK-8303067 | N       | N         | Y      
JDK-8303068 | N       | N         | Y      
JDK-8303069 | N       | N         | Y      
JDK-8303070 | N       | N         | Y      
JDK-8303071 | N       | N         | Y      
JDK-8303072 | N       | N         | Y      
JDK-8303073 | N       | N         | Y      
JDK-8303077 | N       | N         | Y      
JDK-8303078 | N       | N         | Y      
JDK-8303081 | N       | N         | Y      
JDK-8303082 | N       | N         | Y      
JDK-8303083 | N       | N         | Y      
JDK-8303084 | N       | N         | Y      
JDK-8303085 | N       | N         | Y      
JDK-8303089 | N       | N         | Y      
JDK-8303102 | N       | N         | Y      
JDK-8303105 | N       | N         | Y      
JDK-8303123 | N       | N         | Y      
JDK-8303125 | N       | N         | Y      
JDK-8303130 | N       | N         | Y      
JDK-8303131 | N       | N         | Y      
JDK-8303133 | N       | N         | Y      
JDK-8303135 | N       | N         | Y      
JDK-8303136 | N       | N         | Y      
JDK-8303147 | N       | N         | Y      
JDK-8303150 | N       | N         | Y      
JDK-8303151 | N       | N         | Y      
JDK-8303153 | N       | N         | Y      
JDK-8303154 | N       | N         | Y      
JDK-8303161 | N       | N         | Y      
JDK-8303169 | N       | N         | Y      
JDK-8303175 | N       | N         | Y      
JDK-8303181 | N       | N         | Y      
JDK-8303183 | N       | N         | Y      
JDK-8303186 | N       | N         | Y      
JDK-8303198 | N       | N         | Y      
JDK-8303208 | N       | N         | Y      
JDK-8303210 | N       | N         | Y      
JDK-8303213 | N       | N         | Y      
JDK-8303214 | N       | N         | Y      
JDK-8303215 | N       | N         | Y      
JDK-8303216 | N       | N         | Y      
JDK-8303227 | N       | N         | Y      
JDK-8303229 | N       | N         | Y      
JDK-8303232 | N       | N         | Y      
