issue_id,release,impact_status,feature_area,highlight_tags,action_required,impact_notes,applied_rules,summary,components,subcomponents,labels,fix_versions
JDK-8355716,21.0.8,needs_review,runtime_core,,要確認,,,Replace usage of -noclassgc with -Xnoclassgc in test/jdk/java/lang/management/MemoryMXBean/LowMemoryTest2.java,core-svc,java.lang.management,,21.0.8
JDK-8355727,21.0.8,needs_review,runtime_core,,要確認,,,Fix incorrect log message in JDI stop002t test,core-svc,debugger,,21.0.8
JDK-8355728,21.0.8,needs_review,interop,,要確認,,,HTTP/2 flow control checks may count unprocessed data twice,core-libs,java.net,,21.0.8
JDK-8355729,21.0.8,needs_review,security,,要確認,,,Update HSS/LMS public key encoding,security-libs,java.security,,21.0.8
JDK-8355730,21.0.8,needs_review,interop,,要確認,,,java/net/DatagramSocket/InterruptibleDatagramSocket.java fails with virtual thread factory,core-libs,java.net,,21.0.8
JDK-8355731,21.0.8,needs_review,security,,要確認,,,Compatible OCSP readtimeout property with OCSP timeout,security-libs,java.security,,21.0.8
JDK-8355733,21.0.8,needs_review,classlib,,要確認,,,Test javax/swing/JComboBox/TestComboBoxComponentRendering.java fails in ubuntu 23.x and later,client-libs,javax.swing,,21.0.8
JDK-8355734,21.0.8,needs_review,interop,,要確認,,,(fc) Make java/nio/channels/FileChannel/BlockDeviceSize.java test manual,core-libs,java.nio,,21.0.8
JDK-8355735,21.0.8,needs_review,classlib,,要確認,,,Test javax/swing/JTabbedPane/TestJTabbedPaneBackgroundColor.java failed,client-libs,javax.swing,,21.0.8
JDK-8355736,21.0.8,needs_review,interop,,要確認,,,java/net/httpclient/Http1ChunkedTest.java fails with java.util.MissingFormatArgumentException: Format specifier '%s',core-libs,java.net,,21.0.8
JDK-8355737,21.0.8,needs_review,interop,,要確認,,,httpclient HeadTest does not run on HTTP2,core-libs,java.net,,21.0.8
JDK-8355738,21.0.8,needs_review,security,,要確認,,,Increased number of SHA-384-Digest java.util.jar.Attributes$Name instances leading to higher memory footprint,core-libs,java.util.jar,,21.0.8
JDK-8355759,21.0.8,needs_review,runtime_core,,要確認,,,sun.jvmstat.monitor.MonitoredHost.getMonitoredHost() throws unexpected exceptions when invoked concurrently,core-svc,tools,,21.0.8
JDK-8355760,21.0.8,needs_review,classlib,,要確認,,,Overflow in Collections.rotate,core-libs,java.util:collections,,21.0.8
JDK-8356013,21.0.8,needs_review,compiler_tools,,要確認,,,NPE due to unreported compiler error,tools,javac,,21.0.8
JDK-8356178,21.0.8,needs_review,runtime_core,,要確認,,,Update vmTestbase/nsk/share/LocalProcess.java to don't use finalization,core-svc,debugger,,21.0.8
JDK-8356180,21.0.8,needs_review,runtime_core,,要確認,,,"com/sun/tools/attach/BasicTests.java fails with ""SocketException: Permission denied: connect""",core-svc,tools,,21.0.8
JDK-8356481,21.0.8,needs_review,runtime_core,,要確認,,,Test forceEarlyReturn002.java timed out,core-svc,debugger,,21.0.8
JDK-8356508,21.0.8,needs_review,runtime_core,,要確認,,,Update nsk/jdwp tests to use driver instead of othervm,core-svc,debugger,,21.0.8
JDK-8356514,21.0.8,excluded,classlib,,対応不要,"keywords=open source,test",doc_or_test,Open source a few more Component related tests,client-libs,java.awt,,21.0.8
JDK-8356515,21.0.8,needs_review,classlib,,要確認,,,Opensource few List and a Window test,client-libs,java.awt,,21.0.8
JDK-8356518,21.0.8,needs_review,classlib,,要確認,,,Test javax/swing/JRadioButton/8033699/bug8033699.java  still fails:  Focus is not on Radio Button Single as Expected,client-libs,,,21.0.8
JDK-8356520,21.0.8,excluded,classlib,,対応不要,targets=windows xp,non_windows11_platform,JButton/bug4796987.java never runs because Windows XP is unavailable,client-libs,javax.swing,,21.0.8
JDK-8356637,21.0.8,needs_review,classlib,,要確認,,,Pattern.Bound has `static` fields that should be `static final`.,core-libs,java.util.regex,,21.0.8
JDK-8356672,21.0.8,needs_review,classlib,,要確認,,,Misleading exception message from STS.Subtask::get when task forked after shutdown,core-libs,java.util.concurrent,,21.0.8
JDK-8356675,21.0.8,needs_review,runtime_core,,要確認,,,Kitchensink.java and RenaissanceStressTest.java  time out with jvmti module errors,hotspot,jfr,,21.0.8
JDK-8356676,21.0.8,needs_review,runtime_core,,要確認,,,Stack overflow during C2 compilation when splitting memory phi,hotspot,compiler,,21.0.8
JDK-8356707,21.0.8,needs_review,security,,要確認,,,GZIPInputStream constructor could leak an un-end()ed Inflater,core-libs,java.util.jar,,21.0.8
JDK-8356802,21.0.8,needs_review,classlib,,要確認,,,j.text.DateFormatSymbols setZoneStrings() exception is unhelpful,core-libs,java.text,,21.0.8
JDK-8357001,21.0.8,needs_review,classlib,,要確認,,,Test java/awt/Toolkit/Headless/HeadlessToolkit.java fails by timeout,client-libs,java.awt,,21.0.8
JDK-8357065,21.0.8,needs_review,classlib,,要確認,,,Re-enable -Wtype-limits for GCC in LCMS,client-libs,2d,,21.0.8
JDK-8357115,21.0.8,needs_review,classlib,,要確認,,,Convert closed text/html/CSS manual applet test to main,client-libs,javax.swing,,21.0.8
JDK-8357116,21.0.8,needs_review,compiler_tools,,要確認,,,Ctrl+C does not call shutdown hooks after JLine upgrade,tools,jshell,,21.0.8
JDK-8357117,21.0.8,needs_review,classlib,,要確認,,,Incorrect error message during startup if working directory does not exist,core-libs,java.lang,,21.0.8
JDK-8357118,21.0.8,needs_review,classlib,,要確認,,,test/jdk/javax/swing/JToolBar/4529206/bug4529206.java fails in ubuntu22.04,client-libs,,,21.0.8
JDK-8357120,21.0.8,needs_review,classlib,,要確認,,,test/jdk/javax/swing/text/DefaultEditorKit/4278839/bug4278839.java fails in ubuntu22.04,client-libs,javax.swing,,21.0.8
JDK-8357122,21.0.8,needs_review,classlib,,要確認,,,Opensource JMenu tests - series1,client-libs,javax.swing,,21.0.8
JDK-8357204,21.0.8,needs_review,classlib,,要確認,,,Opensource few misc swing tests,client-libs,javax.swing,,21.0.8
JDK-8357205,21.0.8,excluded,classlib,,対応不要,"keywords=open source,test",doc_or_test,Open source more Swing text tests,client-libs,javax.swing,,21.0.8
JDK-8357206,21.0.8,needs_review,classlib,,要確認,,,Opensource JInternalFrame tests - series1,client-libs,javax.swing,,21.0.8
JDK-8357214,21.0.8,excluded,classlib,,対応不要,"keywords=open source,test",doc_or_test,Open source two Swing DefaultCaret tests,client-libs,javax.swing,,21.0.8
JDK-8357215,21.0.8,excluded,classlib,,対応不要,"keywords=open source,test",doc_or_test,Open source several swing tests batch1,client-libs,javax.swing,,21.0.8
JDK-8357388,21.0.8,needs_review,runtime_core,,要確認,,,The jcmd thread dump related tests should test virtual threads,core-svc,tools,,21.0.8
JDK-8357391,21.0.8,excluded,gc,,対応不要,component=hotspot/gc; keywords=\bzgc\b,gc_related,ZGC: TestAllocateHeapAt.java should not run with UseLargePages,hotspot,gc,,21.0.8
JDK-8357477,21.0.8,excluded,interop,,対応不要,targets=aix,non_windows11_platform,AIX: sporadic unexpected errno when calling setsockopt in Net.joinOrDrop,core-libs,java.nio,,21.0.8
JDK-8357482,21.0.8,needs_review,runtime_core,,要確認,,,DynamicLauncher for JDP test needs to try harder to find a free port,core-svc,javax.management,,21.0.8
JDK-8357484,21.0.8,needs_review,interop,,要確認,,,Bug in com/sun/net/httpserver/bugs/B6361557.java test,core-libs,java.net,,21.0.8
JDK-8357489,21.0.8,excluded,classlib,,対応不要,"keywords=open source,test",doc_or_test,Open source Swing Tests - Set 5,client-libs,javax.swing,,21.0.8
JDK-8357492,21.0.8,excluded,classlib,,対応不要,"keywords=open source,test",doc_or_test,Open source several AWT Menu tests - Batch 2,client-libs,java.awt,,21.0.8
JDK-8357493,21.0.8,needs_review,classlib,,要確認,,,Open some JComboBox bugs 4,client-libs,javax.swing,,21.0.8
JDK-8357494,21.0.8,excluded,classlib,,対応不要,"keywords=open source,test",doc_or_test,Open source several clipboard tests batch1,client-libs,java.awt,,21.0.8
JDK-8357500,21.0.8,excluded,classlib,,対応不要,"keywords=open source,test",doc_or_test,Clean up and open source couple AWT Graphics related tests (Part 1),client-libs,java.awt,,21.0.8
JDK-8357534,21.0.8,needs_review,runtime_core,,要確認,,,[VS 2022 17.14] Warning C5287 in debugInit.c: enum type mismatch during build,core-svc,debugger,,21.0.8
JDK-8357548,21.0.8,needs_review,interop,,要確認,,,ISO 4217 Amendment 179 Update,core-libs,java.util:i18n,,21.0.8
JDK-8357667,21.0.8,needs_review,classlib,,要確認,,,Missing @since tag on JColorChooser.showDialog overload,client-libs,javax.swing,,21.0.8
JDK-8357820,21.0.8,needs_review,runtime_core,,要確認,,,[AArch64] Incorrect result of VectorizedHashCode intrinsic on Cortex-A53,hotspot,compiler,,21.0.8
JDK-8359037,21.0.8,needs_review,runtime_core,,要確認,,,"C2: compilation fails with ""assert(false) failed: empty program detected during loop optimization""",hotspot,compiler,,21.0.8
JDK-8359349,21.0.8,needs_review,security,,要確認,,,Add 2 TLS and 2 CS Sectigo roots,security-libs,java.security,,21.0.8
JDK-8360406,21.0.8,needs_review,compiler_tools,,要確認,,,[21u] Disable logic for attaching type annotations to class files until 8359336 is fixed,tools,javac,"24-na,25-na,jdk21u-critical-request,jdk21u-critical-yes",21.0.8
